FID,alarm_date,station,clear_date,latitude,longitude
7983.0,2012/03/30,06 ,2012/03/30,44.966199,-93.272763
7984.0,2012/03/30,21 ,2012/03/30,44.939577,-93.224325
7985.0,2012/03/30,16 ,2012/03/30,44.977925,-93.278979
7986.0,2012/03/30,06 ,2012/03/30,44.975915,-93.273056
7987.0,2012/03/30,15 ,2012/03/30,45.022566,-93.237112
7988.0,2012/03/30,04 ,2012/03/30,44.999138,-93.28799
7989.0,2012/03/30,17 ,2012/03/30,44.942481,-93.274073
7990.0,2012/03/30,27 ,2012/03/30,44.909966,-93.265215
7991.0,2012/03/30,07 ,2012/03/30,44.958913,-93.249863
7992.0,2012/03/30,14 ,2012/03/30,45.003199,-93.30974
7993.0,2012/03/30,14 ,2012/03/30,45.010411,-93.313342
7994.0,2012/03/30,14 ,2012/03/30,45.001815,-93.299992
7995.0,2012/03/30,21 ,2012/03/30,44.922792,-93.216457
7996.0,2012/03/30,14 ,2012/03/30,45.011421,-93.3057
7997.0,2012/03/30,14 ,2012/03/30,45.015214,-93.286488
7998.0,2012/03/30,07 ,2012/03/30,44.962731,-93.252309
7999.0,2012/03/30,20 ,2012/03/30,45.031618,-93.291938
8000.0,2012/03/30,16 ,2012/03/30,44.977925,-93.278979
8001.0,2012/03/31,06 ,2012/03/31,44.967779,-93.282252
8002.0,2012/03/31,04 ,2012/03/31,44.993367,-93.301943
8003.0,2012/03/31,19 ,2012/03/31,44.981067,-93.240449
8004.0,2012/03/31,14 ,2012/03/31,45.001737,-93.299245
8005.0,2012/03/31,16 ,2012/03/31,44.98074,-93.306421
8006.0,2012/03/31,04 ,2012/03/31,44.980278,-93.273889
8007.0,2012/03/31,17 ,2012/03/31,44.931883,-93.259976
8008.0,2012/03/31,08 ,2012/03/31,44.949253,-93.295726
8009.0,2012/03/31,19 ,2012/03/31,44.976389,-93.228889
8010.0,2012/03/31,01 ,2012/03/31,44.978044,-93.269424
8011.0,2012/03/31,01 ,2012/03/31,44.980556,-93.271667
8012.0,2012/03/31,08 ,2012/03/31,44.946607,-93.288117
8013.0,2012/03/31,01 ,2012/03/31,44.980278,-93.271389
8014.0,2012/03/31,08 ,2012/03/31,44.948351,-93.27844
8015.0,2012/03/31,02 ,2012/03/31,44.994716,-93.264531
8016.0,2012/03/31,22 ,2012/03/31,44.948695,-93.317096
8017.0,2012/03/31,22 ,2012/03/31,44.948695,-93.317096
8018.0,2012/03/31,06 ,2012/03/31,44.9705,-93.29891
8019.0,2012/03/31,06 ,2012/03/31,44.964663,-93.295623
8020.0,2012/03/31,27 ,2012/03/31,44.897819,-93.287029
8021.0,2012/03/31,19 ,2012/03/31,44.981067,-93.240449
8022.0,2012/03/31,19 ,2012/03/31,44.989054,-93.220273
8023.0,2012/03/31,19 ,2012/03/31,44.980833,-93.236944
8024.0,2012/03/31,04 ,2012/03/31,45.001484,-93.28799
8025.0,2012/03/31,20 ,2012/03/31,45.032302,-93.317444
8026.0,2012/03/31,08 ,2012/03/31,44.948362,-93.288098
8027.0,2012/03/31,02 ,2012/03/31,44.996667,-93.265833
8028.0,2012/03/31,06 ,2012/03/31,44.963948,-93.26716
8029.0,2012/03/31,14 ,2012/03/31,45.003893,-93.303905
8030.0,2012/03/31,11 ,2012/03/31,44.981389,-93.249722
8031.0,2012/03/31,06 ,2012/03/31,44.968905,-93.271569
8032.0,2012/03/31,06 ,2012/03/31,44.968063,-93.277821
8033.0,2012/03/31,17 ,2012/03/31,44.935965,-93.266305
8034.0,2012/03/31,01 ,2012/03/31,44.976477,-93.254104
8035.0,2012/03/31,07 ,2012/03/31,44.958892,-93.234623
8036.0,2012/03/31,12 ,2012/03/31,44.914167,-93.205
8037.0,2012/03/31,16 ,2012/03/31,44.97889,-93.278801
8038.0,2012/03/31,20 ,2012/03/31,45.04964,-93.291519
8039.0,2012/03/31,14 ,2012/03/31,45.007857,-93.305686
8040.0,2012/03/31,11 ,2012/03/31,44.995333,-93.248612
8041.0,2012/03/31,21 ,2012/03/31,44.935258,-93.234653
8042.0,2012/03/31,06 ,2012/03/31,44.972228,-93.274239
8043.0,2012/03/31,04 ,2012/03/31,44.997478,-93.279956
8044.0,2012/03/31,20 ,2012/03/31,45.049506,-93.288952
8045.0,2012/03/31,06 ,2012/03/31,44.966389,-93.267222
8046.0,2012/03/31,27 ,2012/03/31,44.904374,-93.280909
8047.0,2012/03/31,14 ,2012/03/31,45.00793,-93.305687
8048.0,2012/03/31,01 ,2012/03/31,44.976901,-93.262985
8049.0,2012/03/31,14 ,2012/03/31,45.020461,-93.308267
8050.0,2012/03/31,21 ,2012/03/31,44.937732,-93.219136
8051.0,2012/03/31,20 ,2012/03/31,45.034245,-93.299602
8052.0,2012/03/31,17 ,2012/03/31,44.940723,-93.29073
8053.0,2012/03/31,05 ,2012/03/31,44.94836,-93.2614
8054.0,2012/03/31,07 ,2012/03/31,44.970492,-93.247889
8055.0,2012/03/31,17 ,2012/03/31,44.941339,-93.279983
8056.0,2012/03/31,17 ,2012/03/31,44.937694,-93.290756
8057.0,2012/03/31,17 ,2012/03/31,44.93952,-93.277914
8058.0,2012/03/31,05 ,2012/03/31,44.955538,-93.247361
8059.0,2012/03/31,01 ,2012/03/31,44.980833,-93.268889
8060.0,2012/03/31,06 ,2012/03/31,44.977222,-93.273333
8061.0,2012/03/31,14 ,2012/03/31,45.009753,-93.284906
8062.0,2012/03/31,07 ,2012/03/31,44.96514,-93.254002
8063.0,2012/03/31,   ,2012/03/31,44.916944,-93.202222
8064.0,2012/03/31,21 ,2012/03/31,44.948333,-93.236111
8065.0,2012/03/31,07 ,2012/03/31,44.971211,-93.247253
8066.0,2012/03/31,16 ,2012/03/31,44.993416,-93.31078
8067.0,2012/03/31,05 ,2012/03/31,44.946059,-93.262647
8068.0,2012/03/31,08 ,2012/03/31,44.951957,-93.286802
8069.0,2012/03/31,07 ,2012/03/31,44.963611,-93.251389
8070.0,2012/03/31,22 ,2012/03/31,44.965088,-93.309444
8071.0,2012/03/31,28 ,2012/03/31,44.911934,-93.321401
8072.0,2012/03/31,21 ,2012/03/31,44.941146,-93.225686
8073.0,2012/03/31,20 ,2012/03/31,45.048066,-93.316924
8074.0,2012/03/31,19 ,2012/03/31,44.980892,-93.236785
8075.0,2012/03/31,14 ,2012/03/31,45.008842,-93.305691
8076.0,2012/03/31,05 ,2012/03/31,44.955062,-93.247364
8077.0,2012/03/31,06 ,2012/03/31,44.963954,-93.274971
8078.0,2012/03/31,02 ,2012/03/31,45.018606,-93.270135
8079.0,2012/03/31,27 ,2012/03/31,44.891114,-93.267816
8080.0,2012/03/31,21 ,2012/03/31,44.930962,-93.227181
8081.0,2012/03/31,07 ,2012/03/31,44.964004,-93.24124
8082.0,2012/03/31,01 ,2012/03/31,44.976467,-93.265199
8083.0,2012/03/31,15 ,2012/03/31,45.022456,-93.239674
8084.0,2012/03/31,14 ,2012/03/31,44.99881,-93.313335
8085.0,2012/03/31,22 ,2012/03/31,44.94984,-93.305033
8086.0,2012/03/31,06 ,2012/03/31,44.976895,-93.272235
8087.0,2012/03/31,15 ,2012/03/31,44.999974,-93.237591
8088.0,2012/03/31,06 ,2012/03/31,44.963956,-93.273998
8089.0,2012/03/31,01 ,2012/03/31,44.968635,-93.259678
8090.0,2012/03/31,02 ,2012/03/31,45.005165,-93.270109
8091.0,2012/03/31,17 ,2012/03/31,44.939243,-93.258761
8092.0,2012/03/31,04 ,2012/03/31,45.001501,-93.292832
8093.0,2012/03/31,17 ,2012/03/31,44.937072,-93.251149
8094.0,2012/03/31,05 ,2012/03/31,44.955498,-93.249899
8095.0,2012/03/31,05 ,2012/03/31,44.942849,-93.247387
8096.0,2012/03/31,20 ,2012/03/31,45.035795,-93.291374
8097.0,2012/03/31,11 ,2012/03/31,44.991088,-93.251441
8098.0,2012/03/31,01 ,2012/03/31,44.979565,-93.272586
8099.0,2012/03/31,08 ,2012/03/31,44.959123,-93.29207
8100.0,2012/03/31,21 ,2012/03/31,44.923343,-93.216573
8101.0,2012/03/31,19 ,2012/04/01,44.980489,-93.23578
8102.0,2012/04/01,17 ,2012/04/01,44.937765,-93.265067
8103.0,2012/04/01,19 ,2012/04/01,44.983831,-93.234436
8104.0,2012/04/01,05 ,2012/04/01,44.947657,-93.244869
8105.0,2012/04/01,04 ,2012/04/01,44.984722,-93.268056
8106.0,2012/04/01,01 ,2012/04/01,44.968848,-93.256361
8107.0,2012/04/01,04 ,2012/04/01,44.984444,-93.279444
8108.0,2012/04/01,01 ,2012/04/01,44.979722,-93.272778
8109.0,2012/04/01,06 ,2012/04/01,44.961667,-93.288056
8110.0,2012/04/01,20 ,2012/04/01,45.048033,-93.318196
8111.0,2012/04/01,16 ,2012/04/01,44.978942,-93.307259
8112.0,2012/04/01,01 ,2012/04/01,44.979722,-93.272778
8113.0,2012/04/01,20 ,2012/04/01,45.044321,-93.306733
8114.0,2012/04/01,16 ,2012/04/01,44.981701,-93.292897
8115.0,2012/04/01,02 ,2012/04/01,45.005453,-93.257555
8116.0,2012/04/01,15 ,2012/04/01,45.016769,-93.247341
8117.0,2012/04/01,14 ,2012/04/01,45.000761,-93.305287
8118.0,2012/04/01,01 ,2012/04/01,44.971593,-93.268965
8119.0,2012/04/01,06 ,2012/04/01,44.973591,-93.276974
8120.0,2012/04/01,07 ,2012/04/01,44.963333,-93.245
8121.0,2012/04/01,28 ,2012/04/01,44.917922,-93.319127
8122.0,2012/04/01,02 ,2012/04/01,44.995833,-93.265278
8123.0,2012/04/01,01 ,2012/04/01,44.967778,-93.257222
8124.0,2012/04/01,16 ,2012/04/01,44.993416,-93.31078
8125.0,2012/04/01,08 ,2012/04/01,44.953743,-93.265154
8126.0,2012/04/01,19 ,2012/04/01,44.985519,-93.235423
8127.0,2012/04/01,15 ,2012/04/01,45.033839,-93.247369
8128.0,2012/04/01,06 ,2012/04/01,44.962703,-93.288004
8129.0,2012/04/01,14 ,2012/04/01,45.006869,-93.287992
8130.0,2012/04/01,17 ,2012/04/01,44.935415,-93.267559
8131.0,2012/04/01,17 ,2012/04/01,44.929906,-93.247332
8132.0,2012/04/01,20 ,2012/04/01,45.035556,-93.307778
8133.0,2012/04/01,16 ,2012/04/01,44.985553,-93.3045
8134.0,2012/04/01,06 ,2012/04/01,44.962703,-93.288004
8135.0,2012/04/01,08 ,2012/04/01,44.957222,-93.295556
8136.0,2012/04/01,02 ,2012/04/01,45.004485,-93.257552
8137.0,2012/04/01,06 ,2012/04/01,44.969991,-93.271427
8138.0,2012/04/01,07 ,2012/04/01,44.962098,-93.243963
8139.0,2012/04/01,02 ,2012/04/01,45.001926,-93.268706
8140.0,2012/04/01,20 ,2012/04/01,45.049328,-93.291517
8141.0,2012/04/01,20 ,2012/04/01,45.035445,-93.296053
8142.0,2012/04/01,01 ,2012/04/01,44.967778,-93.258056
8143.0,2012/04/01,07 ,2012/04/01,44.962704,-93.262554
8144.0,2012/04/01,07 ,2012/04/01,44.952338,-93.236445
8145.0,2012/04/01,14 ,2012/04/01,45.015885,-93.284958
8146.0,2012/04/01,16 ,2012/04/01,44.993434,-93.310779
8147.0,2012/04/01,17 ,2012/04/01,44.931736,-93.258713
8148.0,2012/04/01,01 ,2012/04/01,44.978246,-93.269252
8149.0,2012/04/01,14 ,2012/04/01,45.010048,-93.294325
8150.0,2012/04/01,19 ,2012/04/01,44.973611,-93.231667
8151.0,2012/04/01,04 ,2012/04/01,45.000237,-93.289522
8152.0,2012/04/01,04 ,2012/04/01,44.999155,-93.294116
8153.0,2012/04/01,04 ,2012/04/01,44.998732,-93.299399
8154.0,2012/04/01,04 ,2012/04/01,44.997373,-93.287074
8155.0,2012/04/01,06 ,2012/04/01,44.969722,-93.275278
8156.0,2012/04/01,05 ,2012/04/01,44.960928,-93.254639
8157.0,2012/04/01,07 ,2012/04/01,44.963889,-93.233333
8158.0,2012/04/01,16 ,2012/04/01,44.977984,-93.274798
8159.0,2012/04/01,07 ,2012/04/01,44.962751,-93.239336
8160.0,2012/04/01,27 ,2012/04/01,44.919629,-93.27667
8161.0,2012/04/01,04 ,2012/04/01,44.99547,-93.297171
8162.0,2012/04/01,01 ,2012/04/01,44.970338,-93.262978
8163.0,2012/04/01,08 ,2012/04/01,44.948358,-93.292044
8164.0,2012/04/01,11 ,2012/04/01,44.991126,-93.228214
8165.0,2012/04/01,17 ,2012/04/01,44.923227,-93.268906
8166.0,2012/04/01,14 ,2012/04/01,45.007955,-93.290523
8167.0,2012/04/01,14 ,2012/04/01,45.012297,-93.296848
8168.0,2012/04/01,06 ,2012/04/01,44.972907,-93.275655
8169.0,2012/04/01,02 ,2012/04/01,45.009303,-93.256989
8170.0,2012/04/01,07 ,2012/04/01,44.962098,-93.243963
8171.0,2012/04/01,04 ,2012/04/01,44.995233,-93.294114
8172.0,2012/04/01,08 ,2012/04/01,44.946667,-93.288333
8173.0,2012/04/01,05 ,2012/04/01,44.955498,-93.249899
8174.0,2012/04/01,15 ,2012/04/01,45.012314,-93.243786
8175.0,2012/04/01,07 ,2012/04/01,44.962518,-93.261091
8176.0,2012/04/01,08 ,2012/04/01,44.955528,-93.26767
8177.0,2012/04/01,21 ,2012/04/01,44.941361,-93.206373
8178.0,2012/04/01,07 ,2012/04/01,44.960931,-93.253527
8179.0,2012/04/01,07 ,2012/04/01,44.951239,-93.231553
8180.0,2012/04/01,14 ,2012/04/01,45.020824,-93.293076
8181.0,2012/04/01,20 ,2012/04/01,45.039155,-93.28737
8182.0,2012/04/01,17 ,2012/04/01,44.932343,-93.25848
8183.0,2012/04/01,21 ,2012/04/01,44.942151,-93.229723
8184.0,2012/04/01,15 ,2012/04/01,45.007916,-93.246974
8185.0,2012/04/01,05 ,2012/04/01,44.954953,-93.263864
8186.0,2012/04/01,28 ,2012/04/01,44.917922,-93.319127
8187.0,2012/04/01,20 ,2012/04/01,45.028362,-93.288094
8188.0,2012/04/01,   ,2012/04/01,44.983889,-93.256667
8189.0,2012/04/01,20 ,2012/04/01,45.044655,-93.313073
8190.0,2012/04/01,07 ,2012/04/01,44.969017,-93.250596
8191.0,2012/04/01,07 ,2012/04/01,44.95582,-93.215006
8192.0,2012/04/01,06 ,2012/04/01,44.966389,-93.267222
8193.0,2012/04/01,14 ,2012/04/01,45.009753,-93.284906
8194.0,2012/04/01,16 ,2012/04/01,44.979312,-93.299445
8195.0,2012/04/01,06 ,2012/04/02,44.960906,-93.265115
8196.0,2012/04/02,08 ,2012/04/02,44.956515,-93.267668
8197.0,2012/04/02,06 ,2012/04/02,44.976389,-93.276944
8198.0,2012/04/02,05 ,2012/04/02,44.951439,-93.262642
8199.0,2012/04/02,08 ,2012/04/02,44.949091,-93.279685
8200.0,2012/04/02,01 ,2012/04/02,44.981111,-93.2725
8201.0,2012/04/02,07 ,2012/04/02,44.962764,-93.232535
8202.0,2012/04/02,17 ,2012/04/02,44.924594,-93.254935
8203.0,2012/04/02,22 ,2012/04/02,44.948111,-93.299558
8204.0,2012/04/02,02 ,2012/04/02,44.998707,-93.257532
8205.0,2012/04/02,06 ,2012/04/02,44.96673,-93.288443
8206.0,2012/04/02,06 ,2012/04/02,44.974722,-93.273056
8207.0,2012/04/02,14 ,2012/04/02,45.022494,-93.303219
8208.0,2012/04/02,01 ,2012/04/02,44.968916,-93.263098
8209.0,2012/04/02,21 ,2012/04/02,44.919652,-93.225084
8210.0,2012/04/02,08 ,2012/04/02,44.958749,-93.298204
8211.0,2012/04/02,27 ,2012/04/02,44.915627,-93.26263
8212.0,2012/04/02,20 ,2012/04/02,45.035446,-93.300998
8213.0,2012/04/02,06 ,2012/04/02,44.972778,-93.271944
8214.0,2012/04/02,11 ,2012/04/02,44.987064,-93.254621
8215.0,2012/04/02,05 ,2012/04/02,44.960868,-93.251104
8216.0,2012/04/02,15 ,2012/04/02,45.01513,-93.24734
8217.0,2012/04/02,01 ,2012/04/02,44.968889,-93.259722
8218.0,2012/04/02,02 ,2012/04/02,44.99518,-93.266635
8219.0,2012/04/02,04 ,2012/04/02,44.984845,-93.275286
8220.0,2012/04/02,14 ,2012/04/02,45.000596,-93.310776
8221.0,2012/04/02,06 ,2012/04/02,44.972228,-93.270555
8222.0,2012/04/02,21 ,2012/04/02,44.934125,-93.228737
8223.0,2012/04/02,16 ,2012/04/02,44.977925,-93.278979
8224.0,2012/04/02,08 ,2012/04/02,44.960833,-93.293333
8225.0,2012/04/02,15 ,2012/04/02,45.034732,-93.247353
8226.0,2012/04/02,06 ,2012/04/02,44.962685,-93.27656
8227.0,2012/04/02,07 ,2012/04/02,44.962601,-93.248459
8228.0,2012/04/02,05 ,2012/04/02,44.94836,-93.260113
8229.0,2012/04/02,17 ,2012/04/02,44.940723,-93.29073
8230.0,2012/04/02,20 ,2012/04/02,45.035445,-93.295962
8231.0,2012/04/02,05 ,2012/04/02,44.946151,-93.240629
8232.0,2012/04/02,27 ,2012/04/02,44.910147,-93.256258
8233.0,2012/04/02,15 ,2012/04/02,45.012165,-93.253097
8234.0,2012/04/02,04 ,2012/04/02,44.983232,-93.282111
8235.0,2012/04/02,08 ,2012/04/02,44.958108,-93.294851
8236.0,2012/04/02,01 ,2012/04/02,44.971111,-93.261944
8237.0,2012/04/02,11 ,2012/04/02,44.982712,-93.241325
8238.0,2012/04/02,08 ,2012/04/02,44.950131,-93.265199
8239.0,2012/04/02,11 ,2012/04/02,44.995453,-93.253704
8240.0,2012/04/02,16 ,2012/04/02,44.991728,-93.308223
8241.0,2012/04/02,21 ,2012/04/02,44.934283,-93.210214
8242.0,2012/04/02,21 ,2012/04/02,44.920556,-93.219167
8243.0,2012/04/02,27 ,2012/04/02,44.891493,-93.280421
8244.0,2012/04/02,19 ,2012/04/02,44.973658,-93.230061
8245.0,2012/04/02,16 ,2012/04/02,44.978896,-93.280744
8246.0,2012/04/02,06 ,2012/04/02,44.971726,-93.28174
8247.0,2012/04/02,19 ,2012/04/02,44.97009,-93.224285
8248.0,2012/04/02,19 ,2012/04/02,44.978611,-93.226111
8249.0,2012/04/02,19 ,2012/04/02,44.987858,-93.224203
8250.0,2012/04/02,01 ,2012/04/02,44.978889,-93.273611
8251.0,2012/04/02,21 ,2012/04/02,44.93899,-93.212747
8252.0,2012/04/02,14 ,2012/04/02,45.012322,-93.294328
8253.0,2012/04/02,21 ,2012/04/02,44.925069,-93.226901
8254.0,2012/04/02,   ,2012/04/02,44.983889,-93.256667
8255.0,2012/04/02,01 ,2012/04/02,44.967778,-93.258056
8256.0,2012/04/02,20 ,2012/04/02,45.050282,-93.299244
8257.0,2012/04/02,17 ,2012/04/02,44.935198,-93.290778
8258.0,2012/04/02,07 ,2012/04/02,44.970833,-93.249444
8259.0,2012/04/02,11 ,2012/04/02,44.987654,-93.240794
8260.0,2012/04/02,20 ,2012/04/02,45.037635,-93.302858
8261.0,2012/04/02,01 ,2012/04/02,44.967778,-93.258056
8262.0,2012/04/02,14 ,2012/04/02,45.012301,-93.295587
8263.0,2012/04/02,08 ,2012/04/02,44.948352,-93.275384
8264.0,2012/04/02,14 ,2012/04/02,45.015545,-93.30825
8265.0,2012/04/02,11 ,2012/04/02,44.98796,-93.230761
8266.0,2012/04/02,04 ,2012/04/02,45.004959,-93.284933
8267.0,2012/04/02,05 ,2012/04/02,44.946234,-93.253764
8268.0,2012/04/02,05 ,2012/04/02,44.944715,-93.253748
8269.0,2012/04/02,14 ,2012/04/02,45.009997,-93.293057
8270.0,2012/04/02,05 ,2012/04/02,44.960934,-93.249838
8271.0,2012/04/02,14 ,2012/04/02,45.00151,-93.29564
8272.0,2012/04/02,11 ,2012/04/02,44.994342,-93.252427
8273.0,2012/04/02,16 ,2012/04/02,44.978056,-93.278889
8274.0,2012/04/03,07 ,2012/04/03,44.962601,-93.248459
8275.0,2012/04/03,08 ,2012/04/03,44.955308,-93.274053
8276.0,2012/04/03,12 ,2012/04/03,44.898878,-93.225374
8277.0,2012/04/03,14 ,2012/04/03,45.01383,-93.301911
8278.0,2012/04/03,08 ,2012/04/03,44.949091,-93.279685
8279.0,2012/04/03,16 ,2012/04/03,44.977984,-93.274798
8280.0,2012/04/03,28 ,2012/04/03,44.921373,-93.315081
8281.0,2012/04/03,02 ,2012/04/03,45.005021,-93.270109
8282.0,2012/04/03,20 ,2012/04/03,45.036946,-93.291391
8283.0,2012/04/03,08 ,2012/04/03,44.946667,-93.287222
8284.0,2012/04/03,12 ,2012/04/03,44.914167,-93.205
8285.0,2012/04/03,08 ,2012/04/03,44.949091,-93.279685
8286.0,2012/04/03,02 ,2012/04/03,44.996667,-93.265833
8287.0,2012/04/03,08 ,2012/04/03,44.949091,-93.279685
8288.0,2012/04/03,21 ,2012/04/03,44.946849,-93.231583
8289.0,2012/04/03,14 ,2012/04/03,45.009954,-93.296842
8290.0,2012/04/03,08 ,2012/04/03,44.942911,-93.291988
8291.0,2012/04/03,08 ,2012/04/03,44.955528,-93.276585
8292.0,2012/04/03,08 ,2012/04/03,44.953743,-93.265154
8293.0,2012/04/03,21 ,2012/04/03,44.932298,-93.229582
8294.0,2012/04/03,01 ,2012/04/03,44.978333,-93.271111
8295.0,2012/04/03,01 ,2012/04/03,44.976667,-93.268333
8296.0,2012/04/03,07 ,2012/04/03,44.97,-93.2425
8297.0,2012/04/03,14 ,2012/04/03,45.013885,-93.288019
8298.0,2012/04/03,01 ,2012/04/03,44.977778,-93.267778
8299.0,2012/04/03,17 ,2012/04/03,44.920853,-93.247307
8300.0,2012/04/03,07 ,2012/04/03,44.952338,-93.236445
8301.0,2012/04/03,15 ,2012/04/03,45.019143,-93.229203
8302.0,2012/04/03,02 ,2012/04/03,45.005606,-93.264628
8303.0,2012/04/03,01 ,2012/04/03,44.976944,-93.265833
8304.0,2012/04/03,08 ,2012/04/03,44.945662,-93.294487
8305.0,2012/04/03,06 ,2012/04/03,44.978056,-93.272222
8306.0,2012/04/03,06 ,2012/04/03,44.960908,-93.264565
8307.0,2012/04/03,21 ,2012/04/03,44.945843,-93.215283
8308.0,2012/04/03,07 ,2012/04/03,44.968463,-93.249298
8309.0,2012/04/03,12 ,2012/04/03,44.907009,-93.237037
8310.0,2012/04/03,05 ,2012/04/03,44.951959,-93.242323
8311.0,2012/04/03,19 ,2012/04/03,44.973433,-93.221367
8312.0,2012/04/03,21 ,2012/04/03,44.946849,-93.231583
8313.0,2012/04/03,20 ,2012/04/03,45.049422,-93.316945
8314.0,2012/04/03,22 ,2012/04/03,44.948363,-93.298282
8315.0,2012/04/03,06 ,2012/04/03,44.975833,-93.273056
8316.0,2012/04/03,07 ,2012/04/03,44.970833,-93.249444
8317.0,2012/04/03,22 ,2012/04/03,44.93877,-93.298384
8318.0,2012/04/03,14 ,2012/04/03,45.022374,-93.288049
8319.0,2012/04/03,01 ,2012/04/03,44.974846,-93.261022
8320.0,2012/04/03,08 ,2012/04/03,44.9425,-93.279722
8321.0,2012/04/03,11 ,2012/04/03,44.996188,-93.257526
8322.0,2012/04/03,12 ,2012/04/03,44.904469,-93.212701
8323.0,2012/04/03,01 ,2012/04/03,44.971111,-93.261944
8324.0,2012/04/03,08 ,2012/04/03,44.956515,-93.267668
8325.0,2012/04/03,04 ,2012/04/03,44.990428,-93.291942
8326.0,2012/04/03,08 ,2012/04/03,44.948333,-93.281667
8327.0,2012/04/03,04 ,2012/04/03,44.991497,-93.300692
8328.0,2012/04/03,28 ,2012/04/03,44.912498,-93.325218
8329.0,2012/04/03,16 ,2012/04/03,44.977925,-93.278979
8330.0,2012/04/03,14 ,2012/04/03,45.022784,-93.295624
8331.0,2012/04/03,07 ,2012/04/03,44.961831,-93.242505
8332.0,2012/04/03,01 ,2012/04/03,44.97361,-93.267593
8333.0,2012/04/03,21 ,2012/04/03,44.9341,-93.21277
8334.0,2012/04/03,17 ,2012/04/03,44.946665,-93.267742
8335.0,2012/04/03,08 ,2012/04/03,44.958836,-93.26898
8336.0,2012/04/03,12 ,2012/04/03,44.912594,-93.232225
8337.0,2012/04/03,20 ,2012/04/03,45.045701,-93.299797
8338.0,2012/04/03,17 ,2012/04/03,44.940993,-93.277916
8339.0,2012/04/03,05 ,2012/04/03,44.955256,-93.265141
8340.0,2012/04/03,01 ,2012/04/03,44.977222,-93.260556
8341.0,2012/04/03,01 ,2012/04/03,44.968886,-93.262546
8342.0,2012/04/03,15 ,2012/04/03,45.010035,-93.243802
8343.0,2012/04/03,14 ,2012/04/03,45.013125,-93.29433
8344.0,2012/04/03,16 ,2012/04/03,44.991728,-93.308223
8345.0,2012/04/03,06 ,2012/04/03,44.963994,-93.293075
8346.0,2012/04/03,07 ,2012/04/03,44.958913,-93.249863
8347.0,2012/04/03,08 ,2012/04/03,44.950833,-93.298333
8348.0,2012/04/03,05 ,2012/04/03,44.948371,-93.247407
8349.0,2012/04/03,16 ,2012/04/03,44.981907,-93.308308
8350.0,2012/04/03,11 ,2012/04/03,44.985291,-93.241246
8351.0,2012/04/03,14 ,2012/04/03,45.007806,-93.30442
8352.0,2012/04/03,21 ,2012/04/03,44.948333,-93.233056
8353.0,2012/04/03,06 ,2012/04/03,44.977181,-93.275896
8354.0,2012/04/03,19 ,2012/04/03,44.968751,-93.209626
8355.0,2012/04/03,08 ,2012/04/03,44.948362,-93.288098
8356.0,2012/04/03,05 ,2012/04/03,44.953121,-93.252469
8357.0,2012/04/03,17 ,2012/04/03,44.92512,-93.270172
8358.0,2012/04/03,07 ,2012/04/03,44.951713,-93.23313
8359.0,2012/04/03,12 ,2012/04/03,44.897947,-93.248331
8360.0,2012/04/03,15 ,2012/04/03,45.029898,-93.247249
8361.0,2012/04/03,17 ,2012/04/03,44.938548,-93.262549
8362.0,2012/04/03,08 ,2012/04/03,44.960723,-93.279602
8363.0,2012/04/03,14 ,2012/04/03,45.018871,-93.304451
8364.0,2012/04/03,06 ,2012/04/03,44.963722,-93.265107
8365.0,2012/04/03,05 ,2012/04/03,44.960734,-93.261097
8366.0,2012/04/03,06 ,2012/04/03,44.965202,-93.262555
8367.0,2012/04/03,07 ,2012/04/03,44.970492,-93.247889
8368.0,2012/04/03,07 ,2012/04/03,44.962767,-93.229651
8369.0,2012/04/03,01 ,2012/04/03,44.977863,-93.271413
8370.0,2012/04/03,06 ,2012/04/04,44.975556,-93.272222
8371.0,2012/04/04,04 ,2012/04/04,44.99916,-93.297166
8372.0,2012/04/04,28 ,2012/04/04,44.923056,-93.318904
8373.0,2012/04/04,14 ,2012/04/04,45.006256,-93.293047
8374.0,2012/04/04,15 ,2012/04/04,45.03374,-93.22819
8375.0,2012/04/04,06 ,2012/04/04,44.9627,-93.291474
8376.0,2012/04/04,17 ,2012/04/04,44.946591,-93.271558
8377.0,2012/04/04,28 ,2012/04/04,44.897931,-93.308968
8378.0,2012/04/04,08 ,2012/04/04,44.948353,-93.267694
8379.0,2012/04/04,20 ,2012/04/04,45.045884,-93.287622
8380.0,2012/04/04,20 ,2012/04/04,45.035725,-93.317463
8381.0,2012/04/04,08 ,2012/04/04,44.953442,-93.27534
8382.0,2012/04/04,04 ,2012/04/04,44.990836,-93.294796
8383.0,2012/04/04,21 ,2012/04/04,44.939273,-93.216576
8384.0,2012/04/04,20 ,2012/04/04,45.035445,-93.295962
8385.0,2012/04/04,06 ,2012/04/04,44.972228,-93.274239
8386.0,2012/04/04,12 ,2012/04/04,44.898942,-93.225342
8387.0,2012/04/04,16 ,2012/04/04,44.988248,-93.298186
8388.0,2012/04/04,16 ,2012/04/04,44.983243,-93.298197
8389.0,2012/04/04,20 ,2012/04/04,45.031618,-93.291938
8390.0,2012/04/04,08 ,2012/04/04,44.958836,-93.275299
8391.0,2012/04/04,01 ,2012/04/04,44.968889,-93.259722
8392.0,2012/04/04,19 ,2012/04/04,44.973611,-93.223056
8393.0,2012/04/04,19 ,2012/04/04,44.964801,-93.221026
